"COUNTRY","Country","AGE","Age","INTENSITY","Intensity","SEX","Gender","ISC11_LEVEL_CAT","Education level and programe orientation ","INDICATOR","Indicator name","YEAR","Year","Value","Flag Codes","Flags"
"BRA","Brazil","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",9.329,,
"BRA","Brazil","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",9.275,,
"BRA","Brazil","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",8.447,,
"BRA","Brazil","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",8.693,,
"BRA","Brazil","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",5.959,,
"BRA","Brazil","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",5.93,,
"BRA","Brazil","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",5.484,,
"BRA","Brazil","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",5.619,,
"CHL","Chile","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",16.919,,
"CHL","Chile","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",17.433,,
"CHL","Chile","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",17.605,,
"CHL","Chile","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",18.143,,
"CHL","Chile","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",14.368,,
"CHL","Chile","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",14.66,,
"CHL","Chile","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",14.702,,
"CHL","Chile","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",15.019,,
"CHN","China (People's Republic of)","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",13.207,,
"CHN","China (People's Republic of)","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",,"x","Data included in another category"
"CHN","China (People's Republic of)","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",,"x","Data included in another category"
"CHN","China (People's Republic of)","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",,"x","Data included in another category"
"CHN","China (People's Republic of)","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",9.832,,
"CHN","China (People's Republic of)","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",,"x","Data included in another category"
"CHN","China (People's Republic of)","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",,"x","Data included in another category"
"CHN","China (People's Republic of)","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",,"x","Data included in another category"
"COL","Colombia","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",12.116,,
"COL","Colombia","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",14.989,,
"COL","Colombia","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",15.014,,
"COL","Colombia","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",14.4,,
"COL","Colombia","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",9.385,,
"COL","Colombia","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",11.695,,
"COL","Colombia","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",11.788,,
"COL","Colombia","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",11.222,,
"CRI","Costa Rica","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",,"x","Data included in another category"
"CRI","Costa Rica","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",,"x","Data included in another category"
"CRI","Costa Rica","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",,"x","Data included in another category"
"CRI","Costa Rica","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",,"x","Data included in another category"
"CRI","Costa Rica","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",,"x","Data included in another category"
"CRI","Costa Rica","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",,"x","Data included in another category"
"CRI","Costa Rica","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",,"x","Data included in another category"
"CRI","Costa Rica","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",,"x","Data included in another category"
"EST","Estonia","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",7.017,,
"EST","Estonia","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",7.391,,
"EST","Estonia","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",6.838,,
"EST","Estonia","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",6.561,,
"EST","Estonia","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",4.602,,
"EST","Estonia","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",4.725,,
"EST","Estonia","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",4.427,,
"EST","Estonia","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",4.285,,
"IND","India","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",,"x","Data included in another category"
"IND","India","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",,"x","Data included in another category"
"IND","India","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",,"x","Data included in another category"
"IND","India","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",,"x","Data included in another category"
"IND","India","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",,"x","Data included in another category"
"IND","India","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",,"x","Data included in another category"
"IND","India","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",,"x","Data included in another category"
"IND","India","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",,"x","Data included in another category"
"IDN","Indonesia","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",,"x","Data included in another category"
"IDN","Indonesia","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",11.023,,
"IDN","Indonesia","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",11.333,,
"IDN","Indonesia","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",5.109,,
"IDN","Indonesia","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",,"x","Data included in another category"
"IDN","Indonesia","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",7.201,,
"IDN","Indonesia","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",7.162,,
"IDN","Indonesia","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",2.965,,
"ISR","Israel","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",6.096,,
"ISR","Israel","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",6.302,,
"ISR","Israel","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",6.346,,
"ISR","Israel","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",6.371,,
"ISR","Israel","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",2.86,,
"ISR","Israel","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",2.932,,
"ISR","Israel","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",2.925,,
"ISR","Israel","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",2.929,,
"LVA","Latvia","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",10.877,,
"LVA","Latvia","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",10.275,,
"LVA","Latvia","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",9.638,,
"LVA","Latvia","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",9.851,,
"LVA","Latvia","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",7.06,,
"LVA","Latvia","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",6.648,,
"LVA","Latvia","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",6.595,,
"LVA","Latvia","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",6.303,,
"LTU","Lithuania","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",14.493,,
"LTU","Lithuania","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",14.828,,
"LTU","Lithuania","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",14.218,,
"LTU","Lithuania","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",13.926,,
"LTU","Lithuania","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",10.197,,
"LTU","Lithuania","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",10.137,,
"LTU","Lithuania","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",9.658,,
"LTU","Lithuania","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",9.653,,
"SAU","Saudi Arabia","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",,"x","Data included in another category"
"SAU","Saudi Arabia","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",,"x","Data included in another category"
"SAU","Saudi Arabia","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",,"x","Data included in another category"
"SAU","Saudi Arabia","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",,"x","Data included in another category"
"SAU","Saudi Arabia","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",,"x","Data included in another category"
"SAU","Saudi Arabia","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",,"x","Data included in another category"
"SAU","Saudi Arabia","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",,"x","Data included in another category"
"SAU","Saudi Arabia","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",,"x","Data included in another category"
"SVN","Slovenia","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",13.519,,
"SVN","Slovenia","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",13.33,,
"SVN","Slovenia","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",13.238,,
"SVN","Slovenia","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",12.683,,
"SVN","Slovenia","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",9.951,,
"SVN","Slovenia","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",10.037,,
"SVN","Slovenia","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",9.768,,
"SVN","Slovenia","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",9.79,,
"ZAF","South Africa","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",4.366,,
"ZAF","South Africa","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",4.749,,
"ZAF","South Africa","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",5.076,,
"ZAF","South Africa","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",,"M","Missing value; data cannot exist"
"ZAF","South Africa","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",2.917,,
"ZAF","South Africa","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",3.225,,
"ZAF","South Africa","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",3.342,,
"ZAF","South Africa","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",,"M","Missing value; data cannot exist"
"AUS","Australia","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",45.469,,
"AUS","Australia","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",45.252,,
"AUS","Australia","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",43.571,,
"AUS","Australia","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",42.026,,
"AUS","Australia","Y20T24","20-24 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",35.046,,
"AUS","Australia","Y20T24","20-24 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",35.67,,
"AUS","Australia","Y20T24","20-24 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",34.565,,
"AUS","Australia","Y20T24","20-24 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",34.389,,
"AUT","Austria","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",32.375,,
"AUT","Austria","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",32.479,,
"AUT","Austria","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",32.561,,
"AUT","Austria","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",33.485,,
"AUT","Austria","Y20T24","20-24 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",25.581,,
"AUT","Austria","Y20T24","20-24 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",25.202,,
"AUT","Austria","Y20T24","20-24 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",25.2,,
"AUT","Austria","Y20T24","20-24 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",25.57,,
"BEL","Belgium","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",41.179,,
"BEL","Belgium","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",41.754,,
"BEL","Belgium","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",43.895,,
"BEL","Belgium","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",44.312,,
"BEL","Belgium","Y20T24","20-24 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",32.114,,
